,from_node,to_node,distance_mile,from_lat,from_lon,to_lat,to_lon,is_existing,maxFlow,capacity,susceptance
86,31,32,10.0480505,42.3759,-71.1185,42.2506,-71.0187,1,10000,5452.02,100
87,31,34,4.296358876,42.3759,-71.1185,42.3188,-71.0852,1,10000,6611.62,100
88,31,35,35.9649847,42.3759,-71.1185,42.2705,-71.8079,1,10000,11997.58,100
89,31,41,32.00577529,42.3759,-71.1185,42.7491,-71.491,1,10000,1322.32,100
90,31,43,50.12139348,42.3759,-71.1185,43.058,-70.7826,1,10000,4076.02,100
91,32,33,11.64635002,42.2506,-71.0187,42.0821,-71.0242,1,10000,1376.31,100
92,32,34,5.810619979,42.2506,-71.0187,42.3188,-71.0852,1,10000,3485.12,100
93,32,35,40.38195789,42.2506,-71.0187,42.2705,-71.8079,1,10000,9362.75,100
94,32,48,35.97723935,42.2506,-71.0187,41.823,-71.4187,1,10000,1350.06,100
95,35,41,36.79917126,42.2705,-71.8079,42.7491,-71.491,1,10000,509.84,100
96,35,48,36.80942216,42.2705,-71.8079,41.823,-71.4187,1,10000,870.25,100
97,36,37,36.92891392,43.5725,-71.4775,44.0415,-71.1224,1,10000,952.99,100
98,36,40,39.0490704,43.5725,-71.4775,43.6353,-72.2531,1,10000,1269.12,100
99,36,42,23.98725996,43.5725,-71.4775,43.2305,-71.5595,1,10000,968.49,100
100,36,44,39.87698615,43.5725,-71.4775,43.1887,-70.8845,1,10000,469.55,100
101,37,39,31.51916959,44.0415,-71.1224,44.4869,-71.2599,1,10000,365.2,100
102,37,40,62.95587728,44.0415,-71.1224,43.6353,-72.2531,1,10000,709,100
103,37,44,60.11614786,44.0415,-71.1224,43.1887,-70.8845,1,10000,508.62,100
104,38,41,43.24688142,42.9494,-72.2998,42.7491,-71.491,1,10000,993.53,100
105,38,42,42.10371972,42.9494,-72.2998,43.2305,-71.5595,1,10000,281.75,100
106,38,45,29.74283709,42.9494,-72.2998,43.379,-72.3368,1,10000,687.56,100
107,38,62,14.99449705,42.9494,-72.2998,43.1344,-72.455,1,10000,4250.62,100
108,39,40,76.77502561,44.4869,-71.2599,43.6353,-72.2531,1,10000,656.36,100
109,39,52,36.70317706,44.4869,-71.2599,44.5351,-72.0017,1,10000,564.34,100
110,39,54,38.13136655,44.4869,-71.2599,44.8125,-71.8862,1,10000,1042.03,100
111,40,42,44.64953532,43.6353,-72.2531,43.2305,-71.5595,1,10000,1002.92,100
112,40,45,18.19970102,43.6353,-72.2531,43.379,-72.3368,1,10000,3055.05,100
113,40,52,63.41364254,43.6353,-72.2531,44.5351,-72.0017,1,10000,6656.13,100
114,40,54,83.34559191,43.6353,-72.2531,44.8125,-71.8862,1,10000,176.85,100
115,40,58,37.07554787,43.6353,-72.2531,44.1538,-72.0615,1,10000,1327.84,100
116,40,63,4.455519687,43.6353,-72.2531,43.6804,-72.3168,1,10000,1106.02,100
117,41,42,33.44326846,42.7491,-71.491,43.2305,-71.5595,1,10000,2537,100
118,41,43,41.72694013,42.7491,-71.491,43.058,-70.7826,1,10000,2582.91,100
119,41,45,60.9705032,42.7491,-71.491,43.379,-72.3368,1,10000,740.83,100
120,42,43,40.94143086,43.2305,-71.5595,43.058,-70.7826,1,10000,2544.25,100
121,42,44,34.11676473,43.2305,-71.5595,43.1887,-70.8845,1,10000,168.27,100
122,42,45,40.4095795,43.2305,-71.5595,43.379,-72.3368,1,10000,711.34,100
123,42,63,49.08392834,43.2305,-71.5595,43.6804,-72.3168,1,10000,163.12,100
124,43,44,10.39089482,43.058,-70.7826,43.1887,-70.8845,1,10000,959.96,100
125,45,51,37.75645816,43.379,-72.3368,43.182,-73.0369,1,10000,406.1,100
126,45,62,17.91741402,43.379,-72.3368,43.1344,-72.455,1,10000,169.24,100
127,45,63,20.85009965,43.379,-72.3368,43.6804,-72.3168,1,10000,4471.1,100
128,46,48,8.106080698,41.7062,-71.4334,41.823,-71.4187,1,10000,1905.62,100
129,46,49,16.72116421,41.7062,-71.4334,41.4738,-71.5236,1,10000,3353.82,100
130,47,49,10.53372482,41.4801,-71.3203,41.4738,-71.5236,1,10000,882.43,100
131,50,53,22.22609119,44.1664,-73.2557,44.4876,-73.2316,1,10000,933.69,100
132,50,58,59.20276521,44.1664,-73.2557,44.1538,-72.0615,1,10000,173.32,100
133,50,60,40.90433188,44.1664,-73.2557,43.6092,-72.9783,1,10000,1217.99,100
134,50,61,37.0962354,44.1664,-73.2557,44.1998,-72.5085,1,10000,690.45,100
135,50,63,57.5424679,44.1664,-73.2557,43.6804,-72.3168,1,10000,171.82,100
136,51,60,29.66475266,43.182,-73.0369,43.6092,-72.9783,1,10000,766.82,100
137,51,62,29.5141345,43.182,-73.0369,43.1344,-72.455,1,10000,869.62,100
138,51,63,49.91589264,43.182,-73.0369,43.6804,-72.3168,1,10000,424.06,100
139,52,54,19.99020484,44.5351,-72.0017,44.8125,-71.8862,1,10000,420.95,100
140,52,55,56.55678993,44.5351,-72.0017,44.8119,-73.0849,1,10000,472.59,100
141,52,57,29.17698981,44.5351,-72.0017,44.5583,-72.5933,1,10000,277.74,100
142,52,58,26.5121046,44.5351,-72.0017,44.1538,-72.0615,1,10000,148.49,100
143,52,59,29.58866252,44.5351,-72.0017,44.9372,-72.209,1,10000,2549.36,100
144,52,61,34.10949041,44.5351,-72.0017,44.1998,-72.5085,1,10000,343.83,100
145,53,55,23.54011557,44.4876,-73.2316,44.8119,-73.0849,1,10000,3194.67,100
146,53,56,11.60143295,44.4876,-73.2316,44.6479,-73.3017,1,10000,307.09,100
147,53,61,40.89330986,44.4876,-73.2316,44.1998,-72.5085,1,10000,3435.31,100
148,54,59,18.00220323,44.8125,-71.8862,44.9372,-72.209,1,10000,406.71,100
149,55,56,15.54597599,44.8119,-73.0849,44.6479,-73.3017,1,10000,400.53,100
150,55,57,29.8382614,44.8119,-73.0849,44.5583,-72.5933,1,10000,479.03,100
151,55,59,43.75442971,44.8119,-73.0849,44.9372,-72.209,1,10000,536.85,100
152,57,59,32.26623733,44.5583,-72.5933,44.9372,-72.209,1,10000,1480.55,100
153,57,61,25.12299739,44.5583,-72.5933,44.1998,-72.5085,1,10000,607.85,100
154,58,61,22.37850896,44.1538,-72.0615,44.1998,-72.5085,1,10000,1531.27,100
155,58,63,35.09228423,44.1538,-72.0615,43.6804,-72.3168,1,10000,1021.09,100
156,60,63,33.43961802,43.6092,-72.9783,43.6804,-72.3168,1,10000,1570.13,100
157,61,63,37.1350477,44.1998,-72.5085,43.6804,-72.3168,1,10000,167.17,100
158,62,63,38.35979977,43.1344,-72.455,43.6804,-72.3168,1,10000,109.37,100
