,from_node,to_node,distance_mile,from_lat,from_lon,to_lat,to_lon,is_existing,maxFlow,capacity,susceptance
64,16,94,31.592480867885424,31.7822,-97.5824,32.0093,-97.115,1,10000,374.0,100
65,16,95,47.26621812721883,31.7822,-97.5824,32.4475,-97.7702,1,10000,187.0,100
66,16,132,27.80895217020066,31.7822,-97.5824,31.5599,-97.1882,1,10000,374.0,100
67,16,177,33.42673099908222,31.7822,-97.5824,32.2461,-97.7442,1,10000,374.0,100
68,17,31,33.50972493760779,29.5581,-95.3218,29.8518,-94.8775,1,10000,2020.0,100
69,17,71,19.027517882405874,29.5581,-95.3218,29.5935,-95.6358,1,10000,4354.0,100
70,17,75,33.608175513011886,29.5581,-95.3218,29.2484,-94.8913,1,10000,2905.0,100
71,17,89,16.248521304118864,29.5581,-95.3218,29.786,-95.3885,1,10000,1697.0,100
72,17,137,55.271203622591166,29.5581,-95.3218,28.9838,-95.9601,1,10000,867.0,100
73,17,201,62.35041212841741,29.5581,-95.3218,29.2,-96.2723,1,10000,443.0,100
74,18,23,24.378600834861253,30.5852,-96.2959,30.5307,-96.7007,1,10000,98.0,100
75,18,83,18.361865442878166,30.5852,-96.2959,30.3873,-96.0901,1,10000,2241.0,100
76,18,167,26.89593698113744,30.5852,-96.2959,30.877,-96.5956,1,10000,1017.0,100
77,18,199,30.09565423936455,30.5852,-96.2959,30.1584,-96.3966,1,10000,800.0,100
78,19,156,59.0701585741724,30.364,-103.665,30.8926,-102.8842,1,10000,196.0,100
79,19,158,69.58013684506625,30.364,-103.665,29.5603,-104.3653,1,10000,98.0,100
80,20,48,57.483337425205065,34.4714,-101.304,33.6413,-101.2377,1,10000,187.0,100
81,20,86,46.816596824625044,34.4714,-101.304,34.7268,-100.5416,1,10000,187.0,100
82,21,111,21.486801271749563,27.2243,-98.1452,27.2235,-97.7955,1,10000,442.0,100
83,21,178,71.670675181599,27.2243,-98.1452,26.3808,-98.8215,1,10000,442.0,100
84,22,36,27.43703883363748,31.7127,-98.9767,31.8317,-99.4223,1,10000,400.0,100
85,22,41,25.428147304309466,31.7127,-98.9767,31.9005,-98.6043,1,10000,187.0,100
86,22,42,61.55778782927975,31.7127,-98.9767,31.2163,-99.844,1,10000,98.0,100
87,22,60,46.44102018747382,31.7127,-98.9767,32.3848,-98.9805,1,10000,251.0,100
88,22,64,56.287187051643116,31.7127,-98.9767,32.2147,-98.2205,1,10000,2020.0,100
89,22,143,29.82032833746517,31.7127,-98.9767,31.4513,-98.5736,1,10000,2207.0,100
90,22,150,98.81445643037345,31.7127,-98.9767,32.4692,-100.4092,1,10000,2295.0,100
91,22,172,38.695018650836744,31.7127,-98.9767,31.1975,-98.7194,1,10000,149.0,100
92,23,123,27.563082122241905,30.5307,-96.7007,30.1833,-96.9279,1,10000,98.0,100
93,23,142,20.223483409821178,30.5307,-96.7007,30.6543,-97.0089,1,10000,523.0,100
94,23,199,31.474014246766004,30.5307,-96.7007,30.1584,-96.3966,1,10000,647.0,100
95,24,120,34.938629063160484,30.5649,-98.2768,31.064,-98.1824,1,10000,98.0,100
96,24,127,12.633272358689362,30.5649,-98.2768,30.6651,-98.4545,1,10000,447.0,100
97,24,143,63.72034861415114,30.5649,-98.2768,31.4513,-98.5736,1,10000,2020.0,100
98,24,172,50.98580873785499,30.5649,-98.2768,31.1975,-98.7194,1,10000,98.0,100
99,24,190,36.202283725308924,30.5649,-98.2768,30.3005,-97.7522,1,10000,2684.0,100
100,24,206,36.548711139267034,30.5649,-98.2768,30.527,-97.6642,1,10000,285.0,100
101,25,80,28.977719209540833,29.8785,-97.6831,29.5126,-97.4472,1,10000,149.0,100
102,25,84,38.4635809505555,29.8785,-97.6831,29.5634,-98.2115,1,10000,443.0,100
103,25,91,15.132619175385189,29.8785,-97.6831,29.8734,-97.9356,1,10000,837.0,100
104,25,190,29.450377261675765,29.8785,-97.6831,30.3005,-97.7522,1,10000,149.0,100
105,26,79,46.46634862048108,28.6181,-96.6278,28.6708,-97.3917,1,10000,443.0,100
106,26,102,24.74045694866593,28.6181,-96.6278,28.9757,-96.6483,1,10000,149.0,100
107,26,137,47.67637287235453,28.6181,-96.6278,28.9838,-95.9601,1,10000,2516.0,100
108,26,195,26.076492181323797,28.6181,-96.6278,28.8287,-96.9849,1,10000,5131.0,100
109,27,36,39.9415993477555,32.4056,-99.5039,31.8317,-99.4223,1,10000,251.0,100
110,27,60,30.571085443963803,32.4056,-99.5039,32.3848,-98.9805,1,10000,251.0,100
111,27,175,25.31406840022728,32.4056,-99.5039,32.7272,-99.2957,1,10000,187.0,100
112,27,185,14.084324248270615,32.4056,-99.5039,32.4543,-99.7384,1,10000,409.0,100
113,28,93,51.40227788975226,25.9975,-97.458,26.2252,-98.2467,1,10000,1139.0,100
114,28,205,38.51455612213855,25.9975,-97.458,26.4759,-97.7769,1,10000,1802.4,100
115,29,48,118.07750450249189,35.3461,-101.3804,33.6413,-101.2377,1,10000,2020.0,100
116,29,58,39.532305083132364,35.3461,-101.3804,34.9366,-100.8918,1,10000,187.0,100
117,29,166,47.93916241953085,35.3461,-101.3804,35.6923,-100.6417,1,10000,187.0,100
118,31,75,41.70173368359584,29.8518,-94.8775,29.2484,-94.8913,1,10000,2766.0,100
119,31,89,30.969556829488372,29.8518,-94.8775,29.786,-95.3885,1,10000,4504.0,100
120,32,73,64.12642775084362,31.9642,-95.2617,31.6296,-96.2802,1,10000,2020.0,100
121,32,92,37.28148558889935,31.9642,-95.2617,32.2041,-95.8321,1,10000,98.0,100
122,32,97,46.11648745603674,31.9642,-95.2617,31.3177,-95.4564,1,10000,98.0,100
123,32,148,43.20278909802685,31.9642,-95.2617,31.6134,-94.6528,1,10000,1118.0,100
124,32,176,24.6124591998021,31.9642,-95.2617,32.3184,-95.3062,1,10000,1598.0,100
125,34,145,26.815419209429407,33.8146,-98.1924,33.5566,-97.844,1,10000,251.0,100
126,34,203,20.351206285939654,33.8146,-98.1924,33.9072,-98.5291,1,10000,501.0,100
127,35,98,73.52442317609655,31.8857,-100.2955,32.2389,-101.4799,1,10000,221.0,100
128,35,150,40.863113166954065,31.8857,-100.2955,32.4692,-100.4092,1,10000,1041.0,100
129,35,180,40.649663403475095,31.8857,-100.2955,31.8392,-100.986,1,10000,971.0,100
130,36,42,49.24531049437298,31.8317,-99.4223,31.2163,-99.844,1,10000,98.0,100
131,36,185,46.826817552177836,31.8317,-99.4223,32.4543,-99.7384,1,10000,247.0,100
132,37,50,17.768390948290858,33.0502,-96.7486,32.7935,-96.7667,1,10000,8665.0,100
133,37,54,25.519733868744805,33.0502,-96.7486,33.2175,-97.1418,1,10000,3639.0,100
134,37,63,45.032493928096784,33.0502,-96.7486,32.4035,-96.8446,1,10000,2768.0,100
135,37,66,49.20165153027759,33.0502,-96.7486,33.588,-96.1901,1,10000,251.0,100
136,37,82,40.539324758327794,33.0502,-96.7486,33.6273,-96.6221,1,10000,2458.0,100
137,37,99,37.221281326428795,33.0502,-96.7486,33.1116,-96.1099,1,10000,2546.0,100
138,37,184,39.377833364602814,33.0502,-96.7486,32.7817,-97.3474,1,10000,2020.0,100
139,38,58,38.837163055488155,34.8538,-100.214,34.9366,-100.8918,1,10000,187.0,100
140,38,86,20.557135976729374,34.8538,-100.214,34.7268,-100.5416,1,10000,187.0,100
141,39,55,60.570217284796264,29.7056,-96.5571,29.1023,-97.2871,1,10000,443.0,100
142,39,67,23.928450598809842,29.7056,-96.5571,29.9129,-96.8768,1,10000,891.0,100
143,39,122,45.4855779969199,29.7056,-96.5571,29.2934,-97.1468,1,10000,98.0,100
144,39,201,38.91187740929915,29.7056,-96.5571,29.2,-96.2723,1,10000,707.0,100
145,40,84,11.047202759035487,29.6994,-98.1148,29.5634,-98.2115,1,10000,3452.0,100
146,40,91,16.125649099005077,29.6994,-98.1148,29.8734,-97.9356,1,10000,2118.0,100
147,41,87,31.602415816970158,31.9005,-98.6043,31.6997,-98.1208,1,10000,187.0,100
148,42,140,20.8844651917761,31.2163,-99.844,30.9185,-99.7837,1,10000,98.0,100
149,42,172,66.47547241489931,31.2163,-99.844,31.1975,-98.7194,1,10000,98.0,100
150,42,189,39.05239705556837,31.2163,-99.844,31.4424,-100.4504,1,10000,98.0,100
151,43,54,29.12735006000682,33.639,-97.1487,33.2175,-97.1418,1,10000,251.0,100
152,43,82,30.306425402712495,33.639,-97.1487,33.6273,-96.6221,1,10000,187.0,100
153,43,145,40.42044513367251,33.639,-97.1487,33.5566,-97.844,1,10000,251.0,100
154,43,209,38.12392856576734,33.639,-97.1487,33.2263,-97.5875,1,10000,187.0,100
155,44,87,41.92411357373608,31.1192,-97.914,31.6997,-98.1208,1,10000,187.0,100
156,44,132,52.554802252025986,31.1192,-97.914,31.5599,-97.1882,1,10000,2207.0,100
157,44,143,45.206571633243115,31.1192,-97.914,31.4513,-98.5736,1,10000,2020.0,100
158,45,56,49.179821165696616,34.0144,-100.3038,33.4703,-100.8556,1,10000,187.0,100
159,45,70,33.274914243695044,34.0144,-100.3038,33.9839,-99.7241,1,10000,187.0,100
160,47,182,34.818301878200515,30.7074,-101.206,30.5707,-100.6423,1,10000,149.0,100
161,47,186,81.28265869421087,30.7074,-101.206,30.1508,-102.4079,1,10000,149.0,100
162,48,56,24.974110669105077,33.6413,-101.2377,33.4703,-100.8556,1,10000,187.0,100
163,48,174,66.8383418850293,33.6413,-101.2377,32.7133,-100.9116,1,10000,750.0,100
164,49,158,106.0460952234531,31.0407,-104.8341,29.5603,-104.3653,1,10000,196.0,100
165,49,164,64.68662034965446,31.0407,-104.8341,30.984,-103.7438,1,10000,98.0,100
166,50,54,36.47975988016229,32.7935,-96.7667,33.2175,-97.1418,1,10000,4980.0,100
167,50,63,27.3269387898167,32.7935,-96.7667,32.4035,-96.8446,1,10000,4017.0,100
168,50,99,43.96987932531197,32.7935,-96.7667,33.1116,-96.1099,1,10000,2295.0,100
169,50,106,38.15421483416571,32.7935,-96.7667,32.517,-97.3344,1,10000,4788.0,100
170,50,109,18.550301043380756,32.7935,-96.7667,32.744,-96.4529,1,10000,748.0,100
171,50,168,20.92980614320011,32.7935,-96.7667,32.9169,-96.4374,1,10000,1191.0,100
172,50,184,33.74222121647584,32.7935,-96.7667,32.7817,-97.3474,1,10000,4422.0,100
173,51,135,42.62148041895342,32.7333,-101.9541,32.1317,-101.7927,1,10000,98.0,100
174,53,66,32.40862703832532,33.3716,-95.6912,33.588,-96.1901,1,10000,438.0,100
175,53,119,22.17390258713456,33.3716,-95.6912,33.6688,-95.546,1,10000,251.0,100
176,53,163,40.15202086131253,33.3716,-95.6912,33.611,-95.0563,1,10000,187.0,100
177,54,82,41.232230835247215,33.2175,-97.1418,33.6273,-96.6221,1,10000,438.0,100
178,54,184,32.38413785131305,33.2175,-97.1418,32.7817,-97.3474,1,10000,3674.0,100
179,54,209,25.770365560800144,33.2175,-97.1418,33.2263,-97.5875,1,10000,3397.0,100
180,55,79,30.47979528795246,29.1023,-97.2871,28.6708,-97.3917,1,10000,592.0,100
181,55,80,29.946956112177528,29.1023,-97.2871,29.5126,-97.4472,1,10000,221.0,100
182,55,108,39.402385107018965,29.1023,-97.2871,28.8176,-97.8518,1,10000,149.0,100
183,55,195,26.29007387291463,29.1023,-97.2871,28.8287,-96.9849,1,10000,98.0,100
184,56,115,32.07544823919891,33.4703,-100.8556,33.6215,-100.329,1,10000,187.0,100
185,57,74,52.5792601131878,28.5267,-99.8589,28.8915,-99.0975,1,10000,149.0,100
186,57,121,38.30076595768896,28.5267,-99.8589,28.4364,-99.2367,1,10000,149.0,100
187,57,213,11.51532011775081,28.5267,-99.8589,28.6908,-99.8258,1,10000,98.0,100
188,58,81,42.44141572010783,34.9366,-100.8918,35.5479,-100.9651,1,10000,143.96,100
189,59,133,51.86500119858988,27.7609,-98.2389,28.46,-98.5487,1,10000,98.0,100
190,59,200,77.62790542384575,27.7609,-98.2389,27.5625,-99.4874,1,10000,98.0,100
191,60,64,45.91795048925644,32.3848,-98.9805,32.2147,-98.2205,1,10000,438.0,100
192,60,153,60.44671120223354,32.3848,-98.9805,32.8169,-98.0776,1,10000,251.0,100
193,60,179,25.993840501268867,32.3848,-98.9805,32.7566,-98.9125,1,10000,251.0,100
194,61,141,16.77112028335431,31.8801,-102.3448,32.0243,-102.1147,1,10000,1718.9,100
195,61,150,120.29922938837534,31.8801,-102.3448,32.4692,-100.4092,1,10000,4600.0,100
196,61,180,79.79423940290323,31.8801,-102.3448,31.8392,-100.986,1,10000,548.0,100
197,61,191,52.17791354702202,31.8801,-102.3448,31.1325,-102.22,1,10000,548.0,100
198,61,198,44.39715457747016,31.8801,-102.3448,31.6289,-103.0403,1,10000,698.0,100
199,61,208,43.9082874041038,31.8801,-102.3448,31.854,-103.0924,1,10000,149.0,100
200,62,113,64.67539010630466,30.0172,-100.2128,30.0398,-99.132,1,10000,98.0,100
201,62,116,49.74878616187585,30.0172,-100.2128,29.3181,-100.4109,1,10000,98.0,100
202,63,94,31.493652936312753,32.4035,-96.8446,32.0093,-97.115,1,10000,689.0,100
203,63,106,29.613660797366805,32.4035,-96.8446,32.517,-97.3344,1,10000,2640.0,100
204,63,149,31.313714897739203,32.4035,-96.8446,32.0824,-96.4665,1,10000,3894.0,100
205,64,87,36.06207769936856,32.2147,-98.2205,31.6997,-98.1208,1,10000,187.0,100
206,64,150,128.97504958780647,32.2147,-98.2205,32.4692,-100.4092,1,10000,4590.0,100
207,64,153,42.43540646873301,32.2147,-98.2205,32.8169,-98.0776,1,10000,2394.0,100
208,64,177,27.9242997942654,32.2147,-98.2205,32.2461,-97.7442,1,10000,2295.0,100
209,65,132,24.5730664588107,31.3085,-96.8934,31.5599,-97.1882,1,10000,187.0,100
210,65,142,45.71852562399743,31.3085,-96.8934,30.6543,-97.0089,1,10000,187.0,100
211,65,167,34.63330790216264,31.3085,-96.8934,30.877,-96.5956,1,10000,149.0,100
212,66,82,25.00847445246897,33.588,-96.1901,33.6273,-96.6221,1,10000,2704.0,100
213,66,119,37.47572270331976,33.588,-96.1901,33.6688,-95.546,1,10000,2733.0,100
214,67,80,44.00942586872607,29.9129,-96.8768,29.5126,-97.4472,1,10000,149.0,100
215,67,122,45.776286416988405,29.9129,-96.8768,29.2934,-97.1468,1,10000,370.0,100
216,67,123,18.93231727272696,29.9129,-96.8768,30.1833,-96.9279,1,10000,149.0,100
217,67,195,75.19784982876516,29.9129,-96.8768,28.8287,-96.9849,1,10000,2020.0,100
218,67,199,33.35983877688285,29.9129,-96.8768,30.1584,-96.3966,1,10000,2020.0,100
219,68,107,19.45911112462477,32.8541,-100.4655,32.8898,-100.1329,1,10000,247.0,100
220,68,112,28.09205457072983,32.8541,-100.4655,33.2502,-100.5748,1,10000,221.0,100
221,68,150,26.79654818580965,32.8541,-100.4655,32.4692,-100.4092,1,10000,149.0,100
222,68,174,27.680754429982354,32.8541,-100.4655,32.7133,-100.9116,1,10000,221.0,100
223,68,185,50.52139248529605,32.8541,-100.4655,32.4543,-99.7384,1,10000,98.0,100
224,70,204,26.79014645172652,33.9839,-99.7241,34.1479,-99.3,1,10000,187.0,100
225,71,75,50.75841521832642,29.5935,-95.6358,29.2484,-94.8913,1,10000,886.0,100
226,71,89,19.93198916532958,29.5935,-95.6358,29.786,-95.3885,1,10000,16923.0,100
227,71,197,18.129898823240197,29.5935,-95.6358,29.7905,-95.8353,1,10000,98.0,100
228,71,201,46.98430689007517,29.5935,-95.6358,29.2,-96.2723,1,10000,2910.0,100
229,72,96,22.50262790567704,33.176,-95.2253,33.1421,-95.6122,1,10000,399.0,100
230,72,188,14.659760125845612,33.176,-95.2253,33.1586,-94.9727,1,10000,919.0,100
231,73,92,47.60803612639011,31.6296,-96.2802,32.2041,-95.8321,1,10000,1195.0,100
232,73,124,17.21734549235656,31.6296,-96.2802,31.46,-96.066,1,10000,98.0,100
233,73,125,12.460619090377538,31.6296,-96.2802,31.6809,-96.4833,1,10000,3316.0,100
234,73,149,33.14287315715438,31.6296,-96.2802,32.0824,-96.4665,1,10000,5685.0,100
235,74,138,84.85758534825813,28.8915,-99.0975,28.7125,-100.484,1,10000,443.0,100
236,74,139,32.12927396125312,28.8915,-99.0975,29.3531,-99.1616,1,10000,690.0,100
237,74,213,46.231649768089945,28.8915,-99.0975,28.6908,-99.8258,1,10000,149.0,100
238,75,89,47.68293143791495,29.2484,-94.8913,29.786,-95.3885,1,10000,4405.0,100
239,77,110,34.38300617943235,30.266,-98.8751,29.7847,-98.7292,1,10000,100.0,100
240,77,127,37.2555329163747,30.266,-98.8751,30.6651,-98.4545,1,10000,345.0,100
241,78,98,25.679398063899512,31.8673,-101.4863,32.2389,-101.4799,1,10000,98.0,100
242,78,141,38.408570202619735,31.8673,-101.4863,32.0243,-102.1147,1,10000,330.0,100
243,78,180,29.427539468384545,31.8673,-101.4863,31.8392,-100.986,1,10000,442.0,100
244,78,191,66.68085083774093,31.8673,-101.4863,31.1325,-102.22,1,10000,98.0,100
245,79,108,29.662504614130608,28.6708,-97.3917,28.8176,-97.8518,1,10000,750.0,100
246,79,171,53.801865444213135,28.6708,-97.3917,27.8942,-97.3278,1,10000,443.0,100
247,79,195,26.95104410907291,28.6708,-97.3917,28.8287,-96.9849,1,10000,886.0,100
248,80,84,46.08114350917224,29.5126,-97.4472,29.5634,-98.2115,1,10000,213.0,100
249,83,146,37.44069200259932,30.3873,-96.0901,30.1738,-95.5134,1,10000,2666.0,100
250,83,199,24.1805197309516,30.3873,-96.0901,30.1584,-96.3966,1,10000,98.0,100
251,84,190,57.88324307690023,29.5634,-98.2115,30.3005,-97.7522,1,10000,2020.0,100
252,84,195,89.72810898720246,29.5634,-98.2115,28.8287,-96.9849,1,10000,3146.0,100
253,85,129,44.230759027777246,34.1911,-101.7235,33.5657,-101.8879,1,10000,2426.53,100
254,89,146,27.819265755343096,29.786,-95.3885,30.1738,-95.5134,1,10000,5934.0,100
255,89,197,26.79528348615856,29.786,-95.3885,29.7905,-95.8353,1,10000,247.0,100
256,89,199,65.5989635985209,29.786,-95.3885,30.1584,-96.3966,1,10000,2020.0,100
257,90,107,29.786420512072024,33.1597,-99.732,32.8898,-100.1329,1,10000,149.0,100
258,90,187,40.539958814816416,33.1597,-99.732,33.0149,-99.0534,1,10000,187.0,100
259,91,190,31.482773419268067,29.8734,-97.9356,30.3005,-97.7522,1,10000,1360.0,100
260,92,109,51.97398019232825,32.2041,-95.8321,32.744,-96.4529,1,10000,251.0,100
261,92,149,38.05703834681786,32.2041,-95.8321,32.0824,-96.4665,1,10000,98.0,100
262,92,176,31.727285992837984,32.2041,-95.8321,32.3184,-95.3062,1,10000,646.0,100
263,92,194,24.29058533080902,32.2041,-95.8321,32.5546,-95.8641,1,10000,247.0,100
264,93,111,74.38851296875103,26.2252,-98.2467,27.2235,-97.7955,1,10000,2250.0,100
265,93,178,37.192952115885085,26.2252,-98.2467,26.3808,-98.8215,1,10000,442.0,100
266,93,200,119.93229075617127,26.2252,-98.2467,27.5625,-99.4874,1,10000,548.0,100
267,93,205,33.8563082258112,26.2252,-98.2467,26.4759,-97.7769,1,10000,1197.0,100
268,94,125,43.47109876943468,32.0093,-97.115,31.6809,-96.4833,1,10000,251.0,100
269,94,132,31.348680958592492,32.0093,-97.115,31.5599,-97.1882,1,10000,876.0,100
270,94,149,38.31616080882212,32.0093,-97.115,32.0824,-96.4665,1,10000,438.0,100
271,95,106,25.851764096264386,32.4475,-97.7702,32.517,-97.3344,1,10000,818.0,100
272,95,132,70.17431627864151,32.4475,-97.7702,31.5599,-97.1882,1,10000,2020.0,100
273,95,153,31.168523397359845,32.4475,-97.7702,32.8169,-98.0776,1,10000,187.0,100
274,95,177,13.998775108936869,32.4475,-97.7702,32.2461,-97.7442,1,10000,4972.0,100
275,95,184,33.746077064657456,32.4475,-97.7702,32.7817,-97.3474,1,10000,6292.0,100
276,96,99,28.877209437878477,33.1421,-95.6122,33.1116,-96.1099,1,10000,470.0,100
277,96,188,37.01332124942483,33.1421,-95.6122,33.1586,-94.9727,1,10000,149.0,100
278,96,210,35.14671633391296,33.1421,-95.6122,32.6462,-95.4774,1,10000,149.0,100
279,97,134,36.73025406623138,31.3177,-95.4564,30.9538,-95.9091,1,10000,149.0,100
280,98,135,19.73516622157909,32.2389,-101.4799,32.1317,-101.7927,1,10000,400.0,100
281,98,180,39.99579770500931,32.2389,-101.4799,31.8392,-100.986,1,10000,149.0,100
282,99,119,50.40536565197526,33.1116,-96.1099,33.6688,-95.546,1,10000,2768.0,100
283,99,168,23.26077000783607,33.1116,-96.1099,32.9169,-96.4374,1,10000,251.0,100
284,99,170,100.94668430719247,33.1116,-96.1099,32.1576,-94.796,1,10000,2768.0,100
285,99,188,65.87953942215404,33.1116,-96.1099,33.1586,-94.9727,1,10000,3146.0,100
286,99,194,41.0479581266491,33.1116,-96.1099,32.5546,-95.8641,1,10000,98.0,100
287,100,173,30.645172304213542,31.262,-100.8208,30.8617,-100.5979,1,10000,149.0,100
288,100,180,41.05225007880958,31.262,-100.8208,31.8392,-100.986,1,10000,221.0,100
289,101,145,29.226513886593768,33.2256,-98.1594,33.5566,-97.844,1,10000,251.0,100
290,101,153,28.635074979589664,33.2256,-98.1594,32.8169,-98.0776,1,10000,3019.0,100
291,101,154,39.585414588039846,33.2256,-98.1594,32.7536,-97.7723,1,10000,310.0,100
292,101,184,56.167580310746004,33.2256,-98.1594,32.7817,-97.3474,1,10000,4352.0,100
293,101,209,33.05652981509981,33.2256,-98.1594,33.2263,-97.5875,1,10000,4975.0,100
294,101,211,25.676319655707626,33.2256,-98.1594,33.1017,-98.5779,1,10000,10583.0,100
295,102,122,37.2442162384987,28.9757,-96.6483,29.2934,-97.1468,1,10000,98.0,100
